unix_ms,frame,world_pos_x,world_pos_y,world_pos_z,center_screen_pos_x,center_screen_pos_y,center_screen_pos_z,left_screen_pos_x,left_screen_pos_y,left_screen_pos_z,right_screen_pos_x,right_screen_pos_y,right_screen_pos_z
1765412135805,14972,0,1.25,0.5,863.9294,463.7982,0.5358371,876.0787,463.7985,0.5358371,828.3566,463.7982,0.5358371
1765412135819,14973,0,1.25,0.5,865.1575,469.1018,0.5368159,876.6622,469.1018,0.5368159,829.0271,469.1018,0.5368159
1765412135833,14974,0,1.25,0.5,866.3538,475.4358,0.5380412,877.2188,475.4356,0.5380412,829.6921,475.4358,0.5380412
1765412135847,14975,0,1.25,0.5,867.6038,482.436,0.5394213,877.7963,482.4361,0.5394213,830.3912,482.436,0.5394212
1765412135861,14976,0,1.25,0.5,868.7233,489.8517,0.540924,878.3019,489.8517,0.540924,831.0285,489.8519,0.540924
1765412135874,14977,0,1.25,0.5,869.468,497.6335,0.5425106,878.613,497.6336,0.5425106,831.4779,497.6336,0.5425105
1765412135888,14978,0,1.25,0.5,870.1882,505.721,0.5441157,878.9113,505.721,0.5441158,831.9152,505.7208,0.5441158
1765412135902,14979,0,1.25,0.5,870.5732,514.2782,0.5458145,879.0347,514.2783,0.5458145,832.1849,514.2783,0.5458145
1765412135916,14980,0,1.25,0.5,870.6328,522.8417,0.5474877,878.9935,522.8418,0.5474877,832.2869,522.8416,0.5474876
1765412135930,14981,0,1.25,0.5,870.415,531.5732,0.5491379,878.812,531.5732,0.5491378,832.2458,531.5735,0.5491378
1765412135944,14982,0,1.25,0.5,870.4492,540.5276,0.5507551,878.7612,540.5276,0.5507551,832.3317,540.5273,0.5507551
1765412135958,14983,0,1.25,0.5,869.7662,549.978,0.5524498,878.3413,549.9778,0.5524498,832.0542,549.978,0.5524498
1765412135972,14984,0,1.25,0.5,869.3099,558.7924,0.5539023,878.0477,558.7924,0.5539023,831.882,558.7924,0.5539022
1765412135986,14985,0,1.25,0.5,868.7125,566.7787,0.5551995,877.6887,566.7786,0.5551995,831.6309,566.7786,0.5551995
1765412135999,14986,0,1.25,0.5,867.9364,573.3047,0.5561604,877.2526,573.3049,0.5561604,831.2744,573.3047,0.5561604
1765412136013,14987,0,1.25,0.5,867.1923,578.0396,0.5567139,876.8499,578.0397,0.5567139,830.9173,578.0396,0.5567138
1765412136027,14988,0,1.25,0.5,866.2808,581.8566,0.5570572,876.3704,581.8567,0.5570572,830.4661,581.8567,0.5570572
1765412136041,14989,0,1.25,0.5,865.1082,584.8969,0.5572433,875.7639,584.8969,0.5572433,829.8751,584.8969,0.5572433
1765412136055,14990,0,1.25,0.5,863.9691,588.007,0.557444,875.1741,588.007,0.557444,829.3018,588.007,0.557444
1765412136069,14991,0,1.25,0.5,862.8006,591.0597,0.5576056,874.5709,591.0597,0.5576056,828.7118,591.0599,0.5576056
1765412136083,14992,0,1.25,0.5,861.6663,594.6256,0.5578879,873.9801,594.6254,0.5578879,828.1442,594.6256,0.5578879
1765412136097,14993,0,1.25,0.5,860.4744,598.2617,0.5581749,873.3599,598.2617,0.558175,827.5475,598.2617,0.5581748
1765412136110,14994,0,1.25,0.5,859.2181,601.5002,0.5583619,872.7108,601.5002,0.5583619,826.9137,601.5004,0.5583619
1765412136124,14995,0,1.25,0.5,857.7924,604.678,0.5585326,871.9758,604.6779,0.5585326,826.1927,604.6782,0.5585327
1765412136138,14996,0,1.25,0.5,856.5907,608.0065,0.5586831,871.3561,608.0065,0.5586832,825.5854,608.0067,0.5586832
1765412136152,14997,0,1.25,0.5,855.5365,611.9649,0.5589159,870.8083,611.9651,0.5589158,825.0566,611.9651,0.5589157
1765412136166,14998,0,1.25,0.5,854.6509,616.6693,0.5592363,870.3431,616.6694,0.5592363,824.6176,616.6694,0.5592363
1765412136180,14999,0,1.25,0.5,854.0237,622.3577,0.5596762,870.0048,622.3577,0.5596762,824.3154,622.3575,0.5596762
1765412136194,15000,0,1.25,0.5,853.5421,629.0889,0.5602037,869.7374,629.0888,0.5602037,824.091,629.0888,0.5602037
1765412136208,15001,0,1.25,0.5,853.0309,636.7762,0.5607453,869.4543,636.7761,0.5607453,823.852,636.7765,0.5607453
1765412136221,15002,0,1.25,0.5,852.1281,645.4343,0.5612836,868.9716,645.4341,0.5612835,823.413,645.4343,0.5612835
1765412136235,15003,0,1.25,0.5,851.8098,655.8044,0.5618813,868.7849,655.8041,0.5618813,823.2747,655.8046,0.5618812
1765412136249,15004,0,1.25,0.5,851.1302,667.1702,0.5624526,868.4147,667.1702,0.5624526,822.9508,667.1703,0.5624526
1765412136263,15005,0,1.25,0.5,850.8311,680.2457,0.5630394,868.2383,680.2457,0.5630394,822.8218,680.2457,0.5630394
1765412136277,15006,0,1.25,0.5,851.1594,694.7389,0.5635156,868.3867,694.7389,0.5635156,823.0085,694.7393,0.5635155
1765412136291,15007,0,1.25,0.5,851.367,710.6236,0.5638524,868.4792,710.6238,0.5638524,823.1281,710.6236,0.5638524
1765412136305,15008,0,1.25,0.5,852.3088,727.9446,0.5640121,868.9537,727.9443,0.5640121,823.6154,727.9446,0.5640121
1765412136318,15009,0,1.25,0.5,853.3129,746.7428,0.5640389,869.4653,746.7428,0.5640391,824.1292,746.7428,0.564039
1765412136333,15010,0,1.25,0.5,854.4003,766.5319,0.5637443,870.0322,766.5319,0.5637443,824.6725,766.5317,0.5637443
1765412136346,15011,0,1.25,0.5,855.2758,787.4711,0.5632775,870.498,787.4713,0.5632775,825.1007,787.4713,0.5632775
1765412136360,15012,0,1.25,0.5,856.0652,808.1454,0.5623669,870.9379,808.1456,0.5623669,825.467,808.1456,0.5623668
1765412136374,15013,0,1.25,0.5,856.9374,827.6107,0.5610129,871.438,827.6107,0.561013,825.8574,827.6104,0.561013
1765412136388,15014,0,1.25,0.5,857.9186,844.5534,0.5592156,872.0123,844.5534,0.5592157,826.2852,844.5536,0.5592157
1765412136401,15015,0,1.25,0.5,859.0831,859.5577,0.5570425,872.6959,859.5575,0.5570425,826.7905,859.5579,0.5570425
1765412136414,15016,0,1.25,0.5,860.3007,871.5115,0.5545596,873.4204,871.5115,0.5545596,827.3095,871.5117,0.5545596
1765412136429,15017,0,1.25,0.5,862.1143,882.077,0.5519058,874.4572,882.077,0.551906,828.1246,882.0771,0.5519058
1765412136442,15018,0,1.25,0.5,864.1868,893.3785,0.5493343,875.6239,893.3787,0.5493344,829.0743,893.3787,0.5493343
1765412136456,15019,0,1.25,0.5,865.8691,905.4851,0.5467643,876.5922,905.4851,0.5467642,829.8238,905.4849,0.5467642
1765412136470,15020,0,1.25,0.5,867.2532,917.1556,0.544256,877.4067,917.1554,0.5442561,830.4228,917.1554,0.5442562
1765412136484,15021,0,1.25,0.5,868.1285,927.7292,0.5416932,877.9647,927.7292,0.5416932,830.7585,927.729,0.5416932
1765412136498,15022,0,1.25,0.5,868.5427,936.1904,0.5391241,878.2886,936.1906,0.5391241,830.8575,936.1908,0.5391241
1765412136512,15023,0,1.25,0.5,868.5132,943.3979,0.5366527,878.3829,943.3978,0.5366528,830.7332,943.3977,0.5366529
1765412136526,15024,0,1.25,0.5,867.6118,949.574,0.5342744,878.0287,949.574,0.5342743,830.167,949.574,0.5342744
1765412136540,15025,0,1.25,0.5,866.7241,954.8387,0.5319802,877.6787,954.8387,0.5319802,829.6105,954.8387,0.5319802
1765412136554,15026,0,1.25,0.5,865.5594,958.755,0.5298033,877.1827,958.755,0.5298033,828.9171,958.7549,0.5298032
1765412136568,15027,0,1.25,0.5,863.9886,960.5543,0.5279043,876.4675,960.5546,0.5279042,828.0283,960.5543,0.5279042
1765412136582,15028,0,1.25,0.5,861.8361,960.5469,0.5261846,875.4477,960.5469,0.5261845,826.8501,960.5471,0.5261846
1765412136595,15029,0,1.25,0.5,859.5495,959.1049,0.5245916,874.354,959.105,0.5245914,825.6088,959.1051,0.5245915
1765412136609,15030,0,1.25,0.5,856.6816,957.1587,0.5231262,872.958,957.1587,0.5231262,824.0763,957.1587,0.5231262
1765412136623,15031,0,1.25,0.5,853.6802,954.9402,0.5217772,871.4887,954.9402,0.5217773,822.4807,954.9402,0.5217772
1765412136637,15032,0,1.25,0.5,850.4261,952.8832,0.5205277,869.8861,952.883,0.5205278,820.7604,952.883,0.5205277
1765412136651,15033,0,1.25,0.5,846.9805,950.6804,0.5193975,868.1803,950.6801,0.5193974,818.9477,950.6801,0.5193976
1765412136665,15034,0,1.25,0.5,843.2669,948.3358,0.5183331,866.3348,948.3359,0.518333,817.0011,948.3359,0.518333
1765412136679,15035,0,1.25,0.5,839.4598,945.8239,0.5173498,864.4379,945.8239,0.5173496,815.0104,945.8239,0.5173497
1765412136693,15036,0,1.25,0.5,835.8521,943.4787,0.5164999,862.6366,943.4787,0.5164999,813.1277,943.4785,0.5164999
1765412136707,15037,0,1.25,0.5,832.7189,941.6295,0.5156854,861.076,941.6295,0.5156853,811.489,941.6295,0.5156854
1765412136720,15038,0,1.25,0.5,829.6998,940.4026,0.5148723,859.5737,940.4026,0.5148722,809.9083,940.4028,0.5148721
1765412136735,15039,0,1.25,0.5,826.9759,939.829,0.513995,858.2253,939.829,0.5139949,808.4752,939.829,0.5139949
1765412136748,15040,0,1.25,0.5,824.5704,939.53,0.5131339,857.0389,939.5304,0.5131339,807.2053,939.5304,0.5131339
1765412136762,15041,0,1.25,0.5,822.4692,938.9349,0.5123477,856.0043,938.9349,0.5123477,806.0942,938.9352,0.5123478
1765412136776,15042,0,1.25,0.5,820.4777,938.2956,0.5116006,855.024,938.2956,0.5116006,805.041,938.2953,0.5116005
1765412136790,15043,0,1.25,0.5,818.9716,937.4681,0.5108773,854.2904,937.4682,0.5108772,804.2366,937.4681,0.5108771
1765412136804,15044,0,1.25,0.5,817.5143,937.1071,0.5101715,853.5809,937.1069,0.5101715,803.458,937.1069,0.5101714
1765412136818,15045,0,1.25,0.5,816.519,937.2321,0.5095142,853.1051,937.2322,0.5095143,802.9175,937.2321,0.5095142
1765412136832,15046,0,1.25,0.5,815.6273,937.5322,0.5090587,852.6723,937.5322,0.509059,802.4398,937.5322,0.5090588
1765412136846,15047,0,1.25,0.5,815.3428,937.6336,0.5086709,852.5461,937.6336,0.5086708,802.2753,937.6334,0.5086708
1765412136859,15048,0,1.25,0.5,815.4904,937.4252,0.5082714,852.6412,937.4252,0.5082714,802.331,937.4254,0.5082713
1765412136873,15049,0,1.25,0.5,815.9207,936.9274,0.507849,852.8819,936.9276,0.5078489,802.5297,936.9276,0.5078488
1765412136887,15050,0,1.25,0.5,816.5991,936.0569,0.5075692,853.2422,936.0569,0.5075692,802.8622,936.0569,0.5075691
1765412136901,15051,0,1.25,0.5,817.3721,934.8408,0.5074444,853.643,934.8408,0.5074445,803.2507,934.8406,0.5074445
1765412136915,15052,0,1.25,0.5,818.3095,933.6209,0.5073634,854.1257,933.6209,0.5073635,803.7253,933.6209,0.5073636
1765412136929,15053,0,1.25,0.5,819.343,932.536,0.5072048,854.6612,932.536,0.5072047,804.2451,932.5358,0.5072048
1765412136943,15054,0,1.25,0.5,820.4366,931.5925,0.5069921,855.2302,931.5927,0.506992,804.7928,931.5925,0.506992
1765412136957,15055,0,1.25,0.5,821.3627,930.7698,0.5068991,855.7076,930.7701,0.5068991,805.2611,930.7698,0.5068992
1765412136970,15056,0,1.25,0.5,822.356,930.2239,0.5068263,856.2184,930.2241,0.5068264,805.7646,930.2241,0.5068264
1765412136984,15057,0,1.25,0.5,823.2227,929.6078,0.5067555,856.6644,929.6076,0.5067555,806.2036,929.6078,0.5067555
1765412136998,15058,0,1.25,0.5,824.0649,928.6702,0.5066723,857.0986,928.67,0.5066721,806.6295,928.6702,0.5066722
1765412137012,15059,0,1.25,0.5,824.9211,927.4886,0.5065764,857.5405,927.4886,0.5065764,807.0618,927.4889,0.5065764
1765412137026,15060,0,1.25,0.5,825.6692,926.5043,0.50657,857.9227,926.5043,0.50657,807.4434,926.5045,0.50657
1765412137040,15061,0,1.25,0.5,826.5473,925.9489,0.5066323,858.368,925.9489,0.5066322,807.8949,925.9489,0.5066321
1765412137054,15062,0,1.25,0.5,827.3126,925.798,0.506633,858.7587,925.798,0.5066332,808.2856,925.7982,0.5066332
1765412137068,15063,0,1.25,0.5,828.0507,925.876,0.5065365,859.1404,925.8757,0.5065366,808.6577,925.8757,0.5065366
1765412137082,15064,0,1.25,0.5,828.8086,925.7875,0.5064353,859.5324,925.7875,0.5064353,809.0397,925.7875,0.5064353
1765412137096,15065,0,1.25,0.5,829.2524,925.3018,0.5064377,859.7588,925.3018,0.5064377,809.2664,925.302,0.5064375
1765412137110,15066,0,1.25,0.5,829.6061,924.6613,0.5064545,859.9387,924.6615,0.5064545,809.4478,924.6615,0.5064544
1765412137123,15067,0,1.25,0.5,829.7755,923.9687,0.5064321,860.0262,923.9685,0.5064322,809.5331,923.9687,0.5064321
1765412137137,15068,0,1.25,0.5,829.6322,923.1793,0.5064034,859.9545,923.1793,0.5064034,809.4586,923.1791,0.5064034
1765412137151,15069,0,1.25,0.5,829.3895,922.5513,0.506409,859.8303,922.5509,0.506409,809.3349,922.5509,0.5064091
1765412137165,15070,0,1.25,0.5,828.9418,921.9313,0.506487,859.5978,921.9313,0.5064871,809.1102,921.9313,0.506487
1765412137179,15071,0,1.25,0.5,827.9659,921.465,0.5066458,859.0916,921.4648,0.5066458,808.6199,921.465,0.5066457
1765412137193,15072,0,1.25,0.5,826.8361,921.0701,0.5067037,858.5119,921.0701,0.5067037,808.0459,921.0701,0.5067037
1765412137207,15073,0,1.25,0.5,825.3555,920.4686,0.5067442,857.7539,920.4688,0.5067442,807.292,920.4688,0.5067441
1765412137221,15074,0,1.25,0.5,823.5942,919.2021,0.5067681,856.8535,919.2018,0.5067681,806.3939,919.2021,0.506768
1765412137235,15075,0,1.25,0.5,821.7848,917.395,0.5069229,855.9219,917.395,0.5069228,805.4778,917.395,0.5069229
1765412137249,15076,0,1.25,0.5,820.0551,915.6442,0.5070795,855.031,915.644,0.5070794,804.6024,915.6438,0.5070795
1765412137263,15077,0,1.25,0.5,818.5296,914.4133,0.5070987,854.2511,914.4131,0.5070988,803.8245,914.4131,0.5070987
1765412137276,15078,0,1.25,0.5,817.0641,913.641,0.5070921,853.5033,913.641,0.507092,803.0759,913.6414,0.5070919
1765412137290,15079,0,1.25,0.5,815.7128,913.2129,0.5070842,852.8137,913.2131,0.5070841,802.3856,913.2133,0.5070841
1765412137304,15080,0,1.25,0.5,814.3411,912.811,0.5070902,852.1131,912.811,0.5070902,801.6856,912.811,0.5070903
1765412137318,15081,0,1.25,0.5,813.0215,912.4951,0.5070702,851.4403,912.4953,0.5070701,801.0108,912.4951,0.5070701
1765412137332,15082,0,1.25,0.5,812.1926,912.2812,0.5069892,851.0211,912.2813,0.5069893,800.5836,912.2812,0.5069892
1765412137346,15083,0,1.25,0.5,811.4371,912.043,0.5069039,850.6396,912.043,0.506904,800.1936,912.0428,0.5069039
1765412137360,15084,0,1.25,0.5,810.9033,911.6904,0.5068206,850.3713,911.6904,0.5068206,799.9169,911.6904,0.5068206
1765412137374,15085,0,1.25,0.5,810.3528,911.3456,0.5067532,850.0935,911.3453,0.5067533,799.6325,911.3456,0.5067533
1765412137388,15086,0,1.25,0.5,809.866,910.6361,0.5066584,849.8497,910.6359,0.5066583,799.3792,910.6359,0.5066584
1765412137401,15087,0,1.25,0.5,809.4761,909.452,0.506443,849.6614,909.452,0.506443,799.1694,909.452,0.5064431
1765412137415,15088,0,1.25,0.5,809.2022,907.7656,0.5062793,849.5296,907.7656,0.5062795,799.0214,907.7656,0.5062794
1765412137429,15089,0,1.25,0.5,809.0974,906.0557,0.5062239,849.4789,906.0555,0.5062239,798.9651,906.0555,0.5062239
1765412137443,15090,0,1.25,0.5,808.9631,904.5988,0.5062361,849.4098,904.5984,0.506236,798.8972,904.5988,0.506236
1765412137457,15091,0,1.25,0.5,808.8718,903.4509,0.5062368,849.3631,903.4509,0.5062367,798.8506,903.4509,0.5062367
1765412137471,15092,0,1.25,0.5,808.45,902.2125,0.5061744,849.1508,902.2127,0.5061744,798.6321,902.213,0.5061744
1765412137490,15093,0,1.25,0.5,808.2584,900.674,0.5061174,849.0559,900.674,0.5061175,798.5315,900.6738,0.5061175
1765412137499,15094,0,1.25,0.5,807.833,899.037,0.5060965,848.8397,899.0369,0.5060965,798.3132,899.0369,0.5060967
1765412137513,15095,0,1.25,0.5,807.3843,897.2227,0.5060769,848.6117,897.2227,0.5060769,798.0832,897.2224,0.5060769
1765412137527,15096,0,1.25,0.5,806.9988,895.4939,0.5060191,848.4177,895.4939,0.506019,797.8834,895.4941,0.5060191
1765412137541,15097,0,1.25,0.5,806.6591,893.6369,0.5059215,848.2491,893.6371,0.5059214,797.7051,893.6371,0.5059214
1765412137555,15098,0,1.25,0.5,806.3235,891.6292,0.5058945,848.0792,891.6292,0.5058945,797.5324,891.6292,0.5058945
1765412137568,15099,0,1.25,0.5,806.0568,889.4042,0.5058575,847.9448,889.4044,0.5058575,797.3943,889.4042,0.5058575
1765412137581,15100,0,1.25,0.5,805.7978,887.2714,0.505792,847.8158,887.2712,0.505792,797.2589,887.2712,0.505792
1765412137595,15101,0,1.25,0.5,805.7134,885.2704,0.5056747,847.7786,885.2706,0.5056746,797.2099,885.2706,0.5056746
1765412137610,15102,0,1.25,0.5,805.6288,883.3437,0.5055566,847.7413,883.3439,0.5055565,797.1608,883.3439,0.5055565
1765412137624,15103,0,1.25,0.5,805.6951,881.34,0.5054442,847.7808,881.34,0.5054443,797.189,881.3401,0.5054444
1765412137638,15104,0,1.25,0.5,805.7741,879.344,0.5053246,847.8271,879.344,0.5053246,797.2234,879.344,0.5053247
1765412137652,15105,0,1.25,0.5,805.9593,877.3601,0.5051486,847.9305,877.3603,0.5051484,797.3091,877.3601,0.5051485
1765412137666,15106,0,1.25,0.5,806.3185,875.5677,0.5049617,848.1232,875.5679,0.5049617,797.4832,875.5677,0.5049617
1765412137680,15107,0,1.25,0.5,806.5293,873.8152,0.5047907,848.2395,873.8149,0.5047907,797.5822,873.8152,0.5047907
1765412137694,15108,0,1.25,0.5,806.9365,872.0507,0.5046293,848.4554,872.0507,0.5046294,797.782,872.0505,0.5046294
1765412137707,15109,0,1.25,0.5,807.4348,870.2068,0.504456,848.7185,870.2068,0.5044559,798.0277,870.2068,0.504456
1765412137721,15110,0,1.25,0.5,807.9331,868.2542,0.5042448,848.9836,868.2542,0.5042449,798.2715,868.2542,0.5042448
1765412137735,15111,0,1.25,0.5,808.4393,866.2573,0.5040526,849.2518,866.2573,0.5040526,798.5203,866.2573,0.5040526
1765412137749,15112,0,1.25,0.5,808.8039,864.4184,0.5038704,849.447,864.4185,0.5038704,798.6973,864.4184,0.5038704
1765412137763,15113,0,1.25,0.5,809.0297,862.6799,0.5037385,849.569,862.6802,0.5037385,798.806,862.6802,0.5037385
1765412137777,15114,0,1.25,0.5,809.113,860.9696,0.5035961,849.6188,860.9696,0.5035962,798.8414,860.9698,0.5035962
1765412137791,15115,0,1.25,0.5,809.4041,859.4807,0.5034478,849.7748,859.4804,0.5034479,798.9824,859.4804,0.5034479
1765412137805,15116,0,1.25,0.5,809.47,858.2599,0.5033278,849.8145,858.2599,0.5033277,799.01,858.2599,0.5033277
1765412137818,15117,0,1.25,0.5,809.5187,857.1406,0.5032488,849.8433,857.1403,0.5032488,799.031,857.1403,0.5032489
1765412137832,15118,0,1.25,0.5,809.7548,856.0309,0.5031663,849.968,856.0308,0.5031664,799.1473,856.0309,0.5031664
1765412137846,15119,0,1.25,0.5,810.127,855.0734,0.5030954,850.1617,855.0732,0.5030954,799.3337,855.0734,0.5030954
1765412137860,15120,0,1.25,0.5,810.6199,854.1756,0.5029909,850.4186,854.1756,0.5029909,799.5801,854.1756,0.5029908
1765412137874,15121,0,1.25,0.5,811.0326,853.7162,0.5029054,850.6337,853.7162,0.5029055,799.7866,853.7161,0.5029055
1765412137888,15122,0,1.25,0.5,811.5197,853.5854,0.5028812,850.8835,853.5856,0.5028811,800.034,853.5854,0.5028811
1765412137902,15123,0,1.25,0.5,812.0148,853.7698,0.5028696,851.1369,853.7698,0.5028696,800.2861,853.7697,0.5028696
1765412137916,15124,0,1.25,0.5,812.5857,853.9862,0.5028247,851.4307,853.9864,0.5028245,800.5754,853.986,0.5028247
1765412137930,15125,0,1.25,0.5,813.2648,854.1301,0.5027674,851.7803,854.1303,0.5027673,800.9192,854.1303,0.5027673
1765412137944,15126,0,1.25,0.5,813.7876,854.4384,0.5027164,852.0499,854.4384,0.5027164,801.1835,854.4384,0.5027165
1765412137957,15127,0,1.25,0.5,814.4148,854.7147,0.5026739,852.3722,854.7147,0.5026739,801.5016,854.7147,0.502674
1765412137971,15128,0,1.25,0.5,814.9598,855.0614,0.502655,852.6514,855.0612,0.502655,801.779,855.0614,0.502655
1765412137985,15129,0,1.25,0.5,815.471,855.3475,0.5026429,852.913,855.3475,0.5026428,802.0394,855.3475,0.5026428
1765412137999,15130,0,1.25,0.5,815.8315,855.5233,0.5026308,853.0977,855.5231,0.5026308,802.2228,855.5231,0.5026309
1765412138013,15131,0,1.25,0.5,816.1068,855.3736,0.5026255,853.2385,855.3734,0.5026255,802.363,855.3736,0.5026256
1765412138026,15132,0,1.25,0.5,816.187,855.0839,0.5026422,853.2374,855.0839,0.5026421,802.4462,855.0837,0.502642
1765412138040,15133,0,1.25,0.5,816.2005,854.7896,0.5026577,853.2435,854.7896,0.5026579,802.4539,854.7896,0.5026579
1765412138055,15134,0,1.25,0.5,816.1627,854.2465,0.5026358,853.2252,854.2465,0.5026358,802.4335,854.2462,0.5026358
1765412138068,15135,0,1.25,0.5,816.3311,853.9698,0.5026347,853.3113,853.9701,0.5026348,802.5194,853.9701,0.5026346
1765412138082,15136,0,1.25,0.5,816.506,853.6549,0.5026664,853.399,853.6549,0.5026664,802.6104,853.6549,0.5026664
1765412138096,15137,0,1.25,0.5,816.8323,852.5905,0.5026842,853.5646,852.5907,0.5026844,802.7778,852.5907,0.5026844
1765412138110,15138,0,1.25,0.5,817.0417,851.8875,0.5027076,853.6703,851.8877,0.5027075,802.8859,851.8875,0.5027076
1765412138124,15139,0,1.25,0.5,817.2562,851.2794,0.5027233,853.7791,851.2794,0.5027232,802.9962,851.2792,0.5027233
1765412138138,15140,0,1.25,0.5,817.595,850.7033,0.5027341,853.9515,850.7035,0.5027341,803.1697,850.7033,0.5027341
1765412138152,15141,0,1.25,0.5,818.0493,850.1742,0.5027601,854.1821,850.174,0.5027599,803.403,850.1742,0.5027599
1765412138166,15142,0,1.25,0.5,818.3447,849.7269,0.5028063,854.3306,849.7267,0.5028064,803.5562,849.7267,0.5028064
1765412138180,15143,0,1.25,0.5,818.601,849.0147,0.5028415,854.4597,849.0147,0.5028414,803.6888,849.0145,0.5028415
1765412138206,15144,0,1.25,0.5,818.7629,847.9742,0.5028162,854.5437,847.9739,0.5028163,803.7702,847.9739,0.5028163
1765412138209,15145,0.0004213527,1.250671,0.5005484,819.3483,848.1182,0.5029382,854.8364,848.1183,0.5029383,804.0753,848.1182,0.5029383
1765412138220,15146,0.001198955,1.251034,0.5014195,820.4152,848.305,0.5035135,855.3522,848.305,0.5035135,804.649,848.305,0.5035135
1765412138234,15147,0.001269296,1.25171,0.5022241,820.459,849.1769,0.5038574,855.3572,849.1771,0.5038571,804.6887,849.1771,0.5038573
1765412138248,15148,0.0009376109,1.25118,0.5014672,820.0489,847.3525,0.5034279,855.1695,847.3527,0.5034279,804.4576,847.3527,0.503428
1765412138262,15149,0.0001947656,1.251426,0.5014308,819.0217,847.4869,0.5032662,854.6532,847.4869,0.5032663,803.925,847.4867,0.5032664
1765412138275,15150,-0.0001900271,1.252206,0.5012889,818.5061,848.2518,0.5027881,854.4139,848.2515,0.5027881,803.6377,848.2515,0.5027883
1765412138289,15151,-0.0002909228,1.253155,0.5012421,818.4363,848.9641,0.5023953,854.3983,848.9642,0.5023951,803.5822,848.9642,0.5023952
1765412138304,15152,-0.0002267584,1.254857,0.5014321,818.3988,850.5895,0.5018487,854.4067,850.5895,0.5018486,803.5353,850.5894,0.5018486
1765412138318,15153,2.211332E-05,1.255684,0.5009621,818.7425,850.4831,0.5011414,854.6181,850.4832,0.5011414,803.6749,850.4832,0.5011414
1765412138331,15154,-0.0002477616,1.256379,0.5006886,818.3,849.9926,0.5006497,854.4172,849.9926,0.5006497,803.4241,849.9927,0.5006497
1765412138345,15155,-0.0001985058,1.257629,0.5002922,818.2629,850.2523,0.4998481,854.4392,850.2526,0.4998479,803.3641,850.2523,0.499848
1765412138359,15156,-7.76276E-05,1.258307,0.4998401,818.3423,849.0831,0.4993971,854.5027,849.0831,0.4993972,803.3817,849.0831,0.4993974
1765412138373,15157,0.0001828149,1.259425,0.4994603,818.7007,848.0608,0.4987993,854.7164,848.0608,0.4987992,803.534,848.0605,0.4987993
1765412138387,15158,0.0005538687,1.261684,0.4990382,819.1218,847.9996,0.4976668,854.9896,847.9996,0.4976668,803.6907,847.9999,0.4976667
1765412138401,15159,0.0007570237,1.264958,0.4989687,819.2415,849.2558,0.4964314,855.1146,849.2558,0.4964314,803.688,849.256,0.4964315
1765412138414,15160,0.001175575,1.268231,0.4991843,819.785,850.6818,0.4955486,855.4379,850.682,0.4955485,803.9197,850.6818,0.4955485
1765412138428,15161,0.001287602,1.271163,0.498945,819.8759,850.851,0.494481,855.5399,850.8508,0.494481,803.9106,850.8508,0.4944809
1765412138442,15162,0.001517914,1.27428,0.4989295,820.0035,851.4046,0.4935985,855.6512,851.4044,0.4935986,803.9295,851.4046,0.4935985
1765412138456,15163,0.001443453,1.277147,0.4988039,819.5826,850.7901,0.4927136,855.4827,850.7903,0.4927136,803.6682,850.7903,0.4927136
1765412138470,15164,0.001595266,1.279869,0.4989089,819.3651,849.3868,0.4921819,855.3997,849.387,0.4921819,803.5291,849.387,0.4921819
1765412138484,15165,0.001859717,1.282543,0.4990484,819.3654,847.2648,0.4917624,855.4219,847.2648,0.4917624,803.5071,847.2648,0.4917623
1765412138498,15166,0.002322018,1.285513,0.4991793,819.6788,845.0397,0.491284,855.6072,845.0397,0.491284,803.642,845.0397,0.491284
1765412138512,15167,0.002823785,1.28914,0.4996032,819.8469,843.3709,0.4908736,855.7148,843.3708,0.4908736,803.7061,843.3709,0.4908737
1765412138526,15168,0.003484726,1.293428,0.5001066,819.9653,842.697,0.4903468,855.8032,842.697,0.4903468,803.7385,842.697,0.4903469
1765412138539,15169,0.00397785,1.297426,0.5006893,819.7223,840.9602,0.4900996,855.6923,840.9602,0.4900997,803.6013,840.9602,0.4900997
1765412138553,15170,0.00434304,1.301534,0.5011219,819.3563,838.0941,0.4897,855.5267,838.0942,0.4897001,803.3932,838.0941,0.4896999
1765412138567,15171,0.004950874,1.305568,0.5019254,819.2576,834.9246,0.4897342,855.4744,834.9246,0.4897342,803.3447,834.9248,0.4897342
1765412138581,15172,0.005195357,1.309027,0.5022868,818.8586,829.6025,0.4896651,855.2744,829.6024,0.489665,803.1373,829.6024,0.489665
1765412138595,15173,0.005665451,1.312742,0.5026871,818.6756,824.4845,0.4896768,855.1803,824.4845,0.4896768,803.0444,824.4843,0.4896768
1765412138609,15174,0.006092586,1.316267,0.5029981,818.4321,818.5992,0.4896846,855.0556,818.5992,0.4896846,802.9205,818.5991,0.4896847
1765412138623,15175,0.007023767,1.320566,0.5037689,818.6805,814.0853,0.4898443,855.2163,814.0853,0.4898443,803.0134,814.0853,0.4898443
1765412138637,15176,0.00763163,1.325124,0.5044562,818.8989,809.8228,0.489888,855.3255,809.8228,0.4898881,803.1273,809.8228,0.489888
1765412138651,15177,0.007544823,1.329124,0.50482,817.7587,803.2789,0.4898426,854.7458,803.2793,0.4898426,802.5427,803.2791,0.4898427
