unix_ms,frame,world_pos_x,world_pos_y,world_pos_z,center_screen_pos_x,center_screen_pos_y,center_screen_pos_z,left_screen_pos_x,left_screen_pos_y,left_screen_pos_z,right_screen_pos_x,right_screen_pos_y,right_screen_pos_z,video_x,video_y
1765412144013,15563,0.1271744,1.563822,0.416329,1093.024,810.737,0.415538,999.9553,810.7368,0.415538,938.4176,810.737,0.415538,1940.9034848715505,873.7756764041285
1765412144041,15565,0.1467161,1.565964,0.4166495,1129.547,817.1339,0.4169096,1018.502,817.1339,0.4169096,957.1665,817.1339,0.4169096,2012.82364212245,861.1275407405806
1765412144083,15568,0.1749509,1.569306,0.4137452,1183.393,826.4246,0.4157644,1046.078,826.4249,0.4157644,984.5742,826.4249,0.4157644,2119.7575328033563,842.7581230601979
1765412144110,15570,0.1945571,1.572122,0.4117633,1220.903,833.7094,0.4150061,1065.286,833.7096,0.4150061,1003.669,833.7096,0.4150061,2194.2419846618973,828.3537321379142
1765412144138,15572,0.2137442,1.574138,0.4091634,1258.762,839.3254,0.4135785,1084.722,839.3257,0.4135785,1022.893,839.3257,0.4135785,2269.6108001712937,817.2519439532734
1765412144180,15575,0.2395758,1.577138,0.4040693,1311.96,847.4213,0.4101088,1112.145,847.4211,0.4101088,1049.793,847.4211,0.4101088,2375.9515386278554,801.2487176428278
1765412144208,15577,0.2549905,1.578417,0.4001734,1345.393,851.4556,0.4072482,1129.434,851.4554,0.4072483,1066.644,851.4554,0.4072483,2442.9948547085746,793.2760983798385
1765412144249,15580,0.2741978,1.579311,0.3938541,1389.509,854.9873,0.4023429,1152.341,854.9871,0.4023429,1088.785,854.9871,0.4023429,2531.8238983570864,786.3020941037805
1765412144277,15582,0.2852814,1.579361,0.390169,1415.842,855.116,0.3993925,1166.021,855.116,0.3993925,1101.995,855.1162,0.3993925,2584.872627578556,786.056435425159
1765412144305,15584,0.2955168,1.578805,0.3869346,1440.32,854.526,0.3968233,1178.726,854.526,0.3968233,1114.286,854.526,0.3968233,2634.1405641669458,787.232928967677
1765412144346,15587,0.3085312,1.578671,0.3831034,1469.862,854.9648,0.3942161,1194.022,854.9648,0.3942162,1129.156,854.9648,0.3942161,2693.4558299412647,786.3750422050139
1765412144375,15589,0.3133942,1.576506,0.3810931,1481.888,851.0784,0.3927446,1200.284,851.0784,0.3927446,1135.175,851.0784,0.3927446,2717.739323370729,794.071222004636
1765412144416,15592,0.3169346,1.573406,0.3790512,1491.209,845.2175,0.3912816,1205.165,845.2172,0.3912816,1139.812,845.2175,0.3912816,2736.667788241254,805.6749145312069
1765412144444,15594,0.3170663,1.569353,0.3794295,1487.76,836.8419,0.39236,1203.314,836.8421,0.3923601,1138.141,836.8419,0.39236,2729.4910142364743,822.249392045009
1765412144472,15596,0.3149931,1.566755,0.379445,1478.521,831.6443,0.3933569,1198.514,831.6443,0.3933569,1133.506,831.6447,0.3933569,2710.878097851136,832.5334102430222
1765412144513,15599,0.3108655,1.566125,0.3799258,1462.481,831.7157,0.3950872,1190.182,831.7157,0.3950872,1125.459,831.7157,0.3950872,2678.5679896890933,832.3863378033461
1765412144541,15601,0.3065665,1.566446,0.3802624,1449.655,833.4819,0.3959283,1183.565,833.4817,0.3959283,1118.979,833.4819,0.3959283,2652.908142666902,828.886547300129
1765412144582,15604,0.3029519,1.567238,0.3811275,1440.131,836.582,0.3966176,1178.646,836.582,0.3966176,1114.173,836.582,0.3966176,2633.832680682666,822.747122379295
1765412144610,15606,0.3002661,1.569907,0.3809578,1436.982,843.2783,0.3957001,1177.113,843.2785,0.3957001,1112.49,843.278,0.3957002,2627.8870893265735,809.4925424692808
1765412144638,15608,0.2982082,1.571633,0.3816136,1434.593,848.0743,0.3954822,1175.911,848.0743,0.3954822,1111.253,848.0743,0.3954822,2623.225308656934,800.0000021416945
1765412144680,15611,0.2963199,1.572998,0.3825344,1433.115,851.9958,0.3953469,1175.168,851.9958,0.3953469,1110.487,851.9955,0.3953469,2620.3435671841303,792.2381685186347
1765412144708,15613,0.2947997,1.573479,0.3831694,1431.088,852.6691,0.3953687,1174.131,852.6686,0.3953688,1109.454,852.6689,0.3953688,2616.3221672214777,790.9058652680678
1765412144749,15616,0.2914976,1.572951,0.3842507,1423.844,850.3544,0.3959216,1170.387,850.3544,0.3959217,1105.8,850.3544,0.3959216,2601.8038652233336,795.4834752562608
1765412144777,15618,0.2872922,1.571988,0.3856919,1413.242,846.3834,0.3969937,1164.887,846.3834,0.3969937,1100.474,846.3834,0.3969937,2580.4763060246028,803.338962293328
1765412144805,15620,0.2807906,1.570113,0.3886425,1394.432,840.1489,0.3996667,1155.067,840.1489,0.3996667,1091.086,840.1494,0.3996667,2542.3968067946394,815.6713171685992
1765412144847,15623,0.2626013,1.566723,0.3937774,1347.696,830.9788,0.4042478,1130.843,830.9791,0.4042478,1067.586,830.9788,0.4042478,2448.4613942035376,833.8031764123709
1765412144874,15625,0.2460259,1.565199,0.3965376,1308.686,826.6985,0.4065603,1110.746,826.6988,0.4065603,1047.849,826.6985,0.4065603,2370.5291571079297,842.2607307303174
1765412144916,15628,0.216591,1.566449,0.3985694,1247.247,825.8525,0.4070064,1079.343,825.8522,0.4070064,1016.515,825.8525,0.4070064,2248.7536995048495,843.914589331978
1765412144944,15630,0.19802,1.570122,0.4007861,1209.412,830.667,0.4078379,1059.961,830.6672,0.4078379,997.2614,830.6672,0.4078379,2173.5929248628786,834.3714817336725
1765412144972,15632,0.1748796,1.572994,0.4005042,1166.827,833.2626,0.4056591,1038.387,833.2623,0.4056591,975.3503,833.2623,0.4056591,2089.932231660256,829.22042111774
1765412145013,15635,0.1454197,1.574291,0.404836,1110.235,833.6467,0.4073796,1009.359,833.6467,0.4073796,946.5889,833.6467,0.4073796,1977.3664650603473,828.439561676628
1765412145041,15637,0.1225877,1.573836,0.4052756,1069.578,830.9312,0.4059094,988.7145,830.9308,0.4059094,925.7169,830.9306,0.4059094,1897.310910495899,833.800522041128
1765412145082,15640,0.09096088,1.575331,0.4076357,1011.028,831.2963,0.4058121,958.8284,831.2963,0.4058121,895.8157,831.2963,0.4058121,1781.4175784554354,833.0564757626339
1765412145111,15642,0.06787008,1.575006,0.4070077,968.4383,827.8002,0.4035597,937.259,827.8,0.4035597,873.8947,827.8,0.4035597,1697.7755186874072,839.9613420118083
1765412145138,15644,0.04515833,1.573841,0.4063208,926.1327,822.371,0.4011782,915.847,822.3712,0.4011782,852.1066,822.3712,0.4011782,1614.744082068549,850.6910654853482
1765412145180,15647,0.0106656,1.570578,0.402316,861.7946,811.2125,0.3947006,883.5209,811.2125,0.3947006,818.7344,811.2125,0.3947006,1489.3903439952603,872.7536977148081
1765412145208,15649,-0.01118576,1.568491,0.3994685,820.3417,804.1866,0.390335,862.7186,804.1863,0.390335,797.2075,804.1861,0.390335,1408.7234303242533,886.6453707893136
1765412145249,15652,-0.04272019,1.563902,0.393519,762.0457,791.0298,0.3824638,833.6285,791.0295,0.3824638,766.7692,791.0295,0.3824638,1295.918618527407,912.6648220023458
1765412145277,15654,-0.06186739,1.561398,0.3896925,729.9161,782.7928,0.3777072,817.6451,782.7928,0.3777072,749.9437,782.7928,0.3777072,1233.9387490587496,928.9556129946639
1765412145305,15656,-0.07960152,1.559815,0.3857809,699.3724,776.6929,0.373215,802.4578,776.6929,0.373215,733.9416,776.6927,0.373215,1175.045742874959,941.0178611988906
1765412145346,15659,-0.1036155,1.558154,0.3820474,660.1985,771.5465,0.369334,782.8168,771.5468,0.369334,713.5804,771.5471,0.369334,1098.881910369328,951.189297192039
1765412145374,15661,-0.1188827,1.558023,0.377526,632.1793,769.2034,0.3648137,768.9399,769.2031,0.3648137,698.8457,769.2031,0.3648137,1045.0699251705566,955.8182882208964
1765412145416,15664,-0.1397474,1.559291,0.37237,588.8962,770.6157,0.3595,747.3588,770.616,0.3595,676.2287,770.616,0.3595,961.3818537284238,953.0069989357435
1765412145443,15666,-0.1526907,1.55991,0.3678958,560.2183,770.563,0.3550987,733.1575,770.563,0.3550987,661.1458,770.563,0.3550987,906.3116006108521,953.1020781613033
1765412145471,15668,-0.1650765,1.561055,0.3625471,528.5656,770.9894,0.3496138,717.5615,770.9894,0.3496138,644.42,770.9894,0.3496138,845.8328721658577,952.2473785887207
1765412145513,15671,-0.1808631,1.562556,0.3526636,483.7218,770.978,0.3394919,695.7559,770.978,0.3394919,620.4337,770.978,0.3394919,761.2744133522478,952.2548677104767
1765412145541,15673,-0.1886731,1.563881,0.3470955,461.2585,772.5225,0.3339823,684.908,772.5225,0.3339823,608.3432,772.5225,0.3339823,719.2078745166615,949.1905389670483
1765412145582,15676,-0.1964962,1.565256,0.3401244,441.6915,775.1764,0.3275515,675.6693,775.1764,0.3275515,597.6014,775.1764,0.3275515,683.381398576671,943.9316300333962
1765412145610,15678,-0.1997877,1.566048,0.3369666,434.4736,777.0401,0.3246318,672.3351,777.0401,0.3246318,593.565,777.0401,0.3246318,670.4516867167631,940.2407437822033
1765412145638,15680,-0.2013728,1.566759,0.3350667,431.518,779.0948,0.3228856,671.0391,779.0945,0.3228856,591.843,779.0945,0.3228856,665.4257477775578,936.1738385103986
1765412145680,15683,-0.2014356,1.567017,0.3354948,434.7902,782.9719,0.323379,672.6494,782.9719,0.323379,593.574,782.9719,0.323379,671.6697148473766,928.5009130909918
1765412145708,15685,-0.2009285,1.566779,0.3366879,437.7073,784.9812,0.3243967,674.0148,784.9812,0.3243967,595.1875,784.9812,0.3243967,676.9642447172598,924.5251081725753
1765412145749,15688,-0.1982793,1.566897,0.339687,444.7009,787.6498,0.3268493,677.2897,787.6495,0.3268492,599.054,787.6491,0.3268492,689.6634093391401,919.2463493766193
1765412145777,15690,-0.1969503,1.567187,0.3408807,446.8108,789.7054,0.3277449,678.26,789.7054,0.3277449,600.238,789.7054,0.3277449,693.4258015768746,915.178041959985
1765412145804,15692,-0.1952165,1.567133,0.3415531,448.5287,789.7512,0.3279318,679.1149,789.7512,0.3279318,601.1375,789.7512,0.3279318,696.7409544414629,915.0879868789923
1765412145846,15695,-0.1931389,1.567498,0.342416,450.0279,790.5131,0.3283452,679.8313,790.5134,0.3283452,601.952,790.5131,0.3283453,699.5189339841405,913.5799577822847
1765412145874,15697,-0.1920838,1.566929,0.3431478,451.5309,789.0889,0.328986,680.5228,789.0889,0.328986,602.7952,789.0889,0.328986,702.2006410382363,916.3997652214366
1765412145916,15700,-0.1913669,1.566654,0.3435411,451.4734,787.4625,0.3292508,680.4622,787.4625,0.3292508,602.7971,787.4622,0.3292508,701.9658567729122,919.6186474339488
1765412145943,15702,-0.1910995,1.565999,0.3436041,450.3984,785.2078,0.3291861,679.921,785.2078,0.3291861,602.2405,785.2078,0.3291861,699.8674683400452,924.0807107143612
1765412145971,15704,-0.1910814,1.56475,0.3438593,449.0831,781.5107,0.3292775,679.2386,781.5107,0.3292775,601.5798,781.5107,0.3292775,697.2217183309132,931.3974329834145
1765412146013,15707,-0.1911445,1.563884,0.3439533,447.5657,778.6245,0.3290763,678.4877,778.6242,0.3290763,600.7814,778.6242,0.3290762,694.3102309613427,937.1097916945316
1765412146041,15709,-0.1913814,1.563605,0.3437341,446.1436,778.0525,0.3288475,677.7886,778.0525,0.3288475,600.0283,778.0525,0.3288475,691.5993130424873,938.2408006290791
1765412146082,15712,-0.1919045,1.563035,0.3433232,444.1012,776.7756,0.3284379,676.7943,776.7756,0.3284379,598.9369,776.7756,0.3284379,687.7437511085598,940.7673170601861
1765412146110,15714,-0.1924478,1.56244,0.3427425,441.913,774.6428,0.3277865,675.7544,774.6425,0.3277865,597.7424,774.6428,0.3277865,683.7114718224444,944.9883683844844
1765412146138,15716,-0.1927651,1.56204,0.3426908,441.2772,773.6403,0.3277602,675.4329,773.6399,0.3277603,597.4146,773.6403,0.3277603,682.4648796515686,946.9724632272771
1765412146180,15719,-0.193398,1.56108,0.3423066,441.0256,771.7473,0.3276437,675.3184,771.7469,0.3276437,597.2723,771.7473,0.3276437,682.02111503676,950.7189552329694
1765412146208,15721,-0.1933331,1.561018,0.3423707,442.578,771.7836,0.3278313,676.0886,771.7836,0.3278313,598.0872,771.7836,0.3278313,685.0078166926318,950.6468520601752
1765412146249,15724,-0.1934559,1.560301,0.3416771,443.4359,769.717,0.3273913,676.579,769.717,0.3273914,598.4728,769.7167,0.3273913,686.9097755128818,954.7373463386659
1765412146277,15726,-0.1928912,1.560595,0.342727,446.8194,770.491,0.328506,678.1741,770.4913,0.328506,600.3329,770.491,0.328506,693.0952047297118,953.2059766838076
1765412146305,15728,-0.193193,1.561978,0.3401363,443.7076,772.6167,0.3260009,676.8843,772.6167,0.3260009,598.445,772.6167,0.326001,688.0932990797786,948.9985545398717
1765412146346,15731,-0.1919865,1.562291,0.3389336,446.5286,772.8492,0.3248933,678.4584,772.8499,0.3248933,599.7516,772.8495,0.3248933,694.1973644740513,948.538099925893
1765412146374,15733,-0.1919865,1.562291,0.3389336,447.4966,772.9261,0.3249021,678.9515,772.9261,0.3249021,600.2469,772.9261,0.3249021,696.1095136379129,948.3876279398512
1765412146416,15736,-0.1919865,1.562291,0.3389336,450.1545,773.1751,0.3249691,680.3005,773.1751,0.3249691,601.6121,773.1751,0.3249691,701.3406769152049,947.8957468167275
1765412146444,15738,-0.1919865,1.562291,0.3389336,452.4874,773.6647,0.3250861,681.4774,773.665,0.3250861,602.8173,773.665,0.3250861,705.9044337949249,946.9269643755601
1765412146471,15740,-0.1919865,1.562291,0.3389336,455.1887,773.8784,0.3252405,682.8379,773.8787,0.3252405,604.2151,773.8787,0.3252405,711.180196753247,946.5049559467116
1765412146513,15743,-0.1919865,1.562291,0.3389336,457.9317,774.7062,0.3253716,684.2226,774.7062,0.3253716,605.6315,774.7059,0.3253716,716.5497231044728,944.8681489399532
1765412146541,15745,-0.1919865,1.562291,0.3389336,458.3093,775.7488,0.3253592,684.4169,775.7488,0.3253592,605.8228,775.7491,0.3253592,717.3030497818908,942.8047993187954
1765412146583,15748,-0.1919865,1.562291,0.3389336,458.2084,777.2877,0.3253864,684.3621,777.2877,0.3253864,605.7746,777.2877,0.3253864,717.0903436238209,939.759014817809
1765412146610,15750,-0.1919865,1.562291,0.3389336,457.517,777.346,0.3253273,684.0162,777.3463,0.3253273,605.4144,777.3463,0.3253273,715.7489937745701,939.642796274921
1765412146638,15752,-0.1919865,1.562291,0.3389336,456.3242,777.9625,0.3253351,683.4063,777.9628,0.3253351,604.8065,777.9628,0.3253351,713.3838233447193,938.4222156040444
1765412146679,15755,-0.1919865,1.562291,0.3389336,455.1012,777.826,0.3256144,682.748,777.8257,0.3256144,604.2156,777.826,0.3256144,710.8310642348466,938.693104921698
1765412146708,15757,-0.1919865,1.562291,0.3389336,454.2191,776.248,0.3258268,682.2722,776.2484,0.3258268,603.791,776.248,0.3258268,708.9861975814189,941.8145228134842
1765412146749,15760,-0.1919865,1.562291,0.3389336,453.3604,773.946,0.3261451,681.7954,773.946,0.3261451,603.3907,773.9463,0.3261451,707.1375477781571,946.3710370794106
1765412146777,15762,-0.1919865,1.562291,0.3389336,453.0105,772.5699,0.3263531,681.5918,772.5696,0.3263531,603.2371,772.5699,0.3263531,706.3482008473279,949.095027631392
1765412146805,15764,-0.1919865,1.562291,0.3389336,452.746,771.0008,0.3264381,681.4465,771.0005,0.3264381,603.1122,771.0005,0.3264381,705.784956702874,952.2004447818326
1765412146846,15767,-0.1919865,1.562291,0.3389336,452.8886,769.2227,0.3265062,681.5112,769.2227,0.3265063,603.1932,769.2227,0.3265062,706.0360845960572,955.7190601353334
1765412146874,15769,-0.191579,1.55939,0.3415521,457.0046,762.512,0.3289789,683.3184,762.5123,0.3289789,605.5891,762.5123,0.3289789,713.0449793876398,969.0013400702103
1765412146916,15772,-0.1896263,1.554508,0.3431121,464.7765,752.6135,0.3304404,687.1146,752.6138,0.3304404,609.7291,752.6135,0.3304404,727.7672989487627,988.5947907566363
1765412146944,15774,-0.1877885,1.551734,0.3445448,472.2792,748.0052,0.331888,690.7765,748.0049,0.331888,613.7285,748.0052,0.331888,741.9681349220411,997.7191244204269
1765412146972,15776,-0.1856386,1.549259,0.3461421,480.4462,744.6865,0.3335233,694.7574,744.6871,0.3335233,618.0872,744.6868,0.3335233,757.4058308135102,1004.288370610811
1765412147013,15779,-0.1815844,1.545517,0.3493923,494.5506,740.6693,0.3369144,701.5728,740.669,0.3369145,625.6743,740.669,0.3369145,783.8353338426308,1012.2455898082119
1765412147041,15781,-0.1791151,1.541929,0.3511358,501.6793,734.2064,0.338648,705.0183,734.2067,0.338648,629.5084,734.2064,0.338648,797.1972489174132,1025.0379698568095
1765412147082,15784,-0.1741028,1.535589,0.355435,516.3414,721.9856,0.3429947,712.0258,721.9853,0.3429947,637.4728,721.9853,0.3429947,824.3727547087287,1049.2310572710119
1765412147111,15786,-0.1700273,1.529915,0.3582837,528.308,710.4452,0.346065,717.805,710.4452,0.346065,643.9134,710.4448,0.346065,846.78503010584,1072.074886240277
1765412147138,15788,-0.1656183,1.524147,0.3617892,541.8219,698.8137,0.349748,724.3157,698.8139,0.349748,651.2023,698.8139,0.349748,872.0339517492706,1095.0997212862926
1765412147180,15791,-0.1575082,1.514888,0.3676584,565.5393,680.6442,0.3558608,735.7971,680.6442,0.3558608,663.9395,680.6445,0.3558608,916.5592682495444,1131.0686056283334
1765412147208,15793,-0.1511209,1.508402,0.3716031,583.1128,668.3,0.3599562,744.3609,668.3,0.3599562,673.3209,668.3007,0.3599562,949.7698605058972,1155.5058110851414
1765412147249,15796,-0.1404829,1.500324,0.3767647,610.016,653.8699,0.3652908,757.5782,653.8699,0.3652908,687.5756,653.8702,0.3652908,1001.0262178083244,1184.074586627292
1765412147277,15798,-0.132262,1.494505,0.3806526,629.9752,644.5273,0.3693056,767.3882,644.5273,0.3693056,698.1467,644.5273,0.3693056,1039.068972749695,1202.5719731465254
1765412147305,15800,-0.1235903,1.488084,0.3834318,649.6107,633.131,0.3721375,777.1501,633.131,0.3721375,708.4355,633.131,0.3721375,1076.9254721258624,1225.133950389501
1765412147346,15803,-0.1102697,1.477919,0.3869201,679.3589,615.0825,0.3758189,792.0021,615.0825,0.3758189,723.9606,615.0825,0.3758189,1134.521394396978,1260.865289152445
1765412147375,15805,-0.1004335,1.471854,0.3891529,701.5914,604.3302,0.3781953,803.1396,604.3296,0.3781953,735.5256,604.3299,0.3781953,1177.712155889819,1282.1548185232593
1765412147416,15808,-0.08567962,1.460668,0.3920004,734.908,583.5162,0.3811516,819.8879,583.5159,0.3811516,752.7983,583.5162,0.3811517,1242.661972653331,1323.360272440586
1765412147444,15810,-0.07516481,1.452229,0.3931478,758.6854,567.7955,0.3824861,831.9109,567.7955,0.3824861,765.0554,567.7957,0.3824861,1289.287203308819,1354.4819470556095
1765412147472,15812,-0.06355494,1.444305,0.3958659,784.2977,554.3937,0.385286,844.7448,554.3937,0.385286,778.3752,554.3937,0.385286,1339.056665428244,1381.015275781999
1765412147513,15815,-0.04498657,1.435101,0.399805,822.5999,540.1287,0.3892996,863.9587,540.1287,0.3892997,798.2734,540.1287,0.3892996,1413.5668104252038,1409.2614353874171
1765412147541,15817,-0.03285999,1.430577,0.401222,846.1297,534.3702,0.3910237,875.8275,534.3702,0.3910236,810.4318,534.3702,0.3910237,1459.5927785278186,1420.6666974436328
1765412147582,15820,-0.01297422,1.425477,0.4045819,883.6637,529.39,0.3947474,894.6829,529.39,0.3947474,829.9039,529.39,0.3947474,1532.7115082449027,1430.5364001109015
1765412147610,15822,0.001065668,1.424338,0.4068301,909.4618,530.5369,0.3972632,907.6495,530.5369,0.3972632,843.2808,530.5369,0.3972632,1582.9936589647687,1428.2754519630985
1765412147638,15824,0.01447565,1.424368,0.4082839,934.1387,533.7681,0.3991845,920.0939,533.7681,0.3991845,856.035,533.7684,0.3991845,1631.2505334855646,1421.8889562236727
1765412147680,15827,0.0368676,1.425776,0.4112972,975.6384,541.3799,0.4027552,940.9985,541.3796,0.4027551,877.5076,541.3796,0.4027552,1712.3140729746724,1406.8389449393023
1765412147708,15829,0.05156136,1.427438,0.4127288,1002.471,548.3698,0.4048304,954.5355,548.3696,0.4048304,891.37,548.3698,0.4048304,1764.8073762630345,1393.0138956219464
1765412147749,15832,0.0718448,1.431268,0.4130672,1039.624,558.9563,0.4061876,973.3996,558.9563,0.4061876,910.4453,558.9566,0.4061876,1837.957810418605,1372.074043542705
1765412147777,15834,0.08597309,1.434095,0.4135386,1065.552,564.9714,0.4070864,986.5682,564.9714,0.4070865,923.7528,564.9717,0.4070865,1889.0226475835486,1360.1782336045312
1765412147805,15836,0.09978327,1.438779,0.4136562,1090.617,574.3223,0.4076733,999.3205,574.3223,0.4076733,936.5955,574.3221,0.4076733,1938.4727075724475,1341.6800164739943
1765412147847,15839,0.1187331,1.446889,0.4131511,1124.937,590.8632,0.4080881,1016.811,590.8632,0.4080881,954.1497,590.8632,0.4080881,2006.2957737711788,1308.954833482966
1765412147874,15841,0.131533,1.453457,0.4127659,1148.121,603.9861,0.4083604,1028.627,603.9864,0.4083604,966.0079,603.9861,0.4083604,2052.1145267833267,1282.9899414568617
1765412147916,15844,0.1494304,1.466238,0.4123877,1179.648,630.3871,0.409182,1044.661,630.3871,0.409182,982.1677,630.3868,0.409182,2114.288242738965,1230.7495190571767
1765412147944,15846,0.1600493,1.475573,0.4119613,1198.177,649.5441,0.4096143,1054.089,649.5438,0.4096142,991.6608,649.5441,0.4096142,2150.8459443402594,1192.8416466216393
1765412147972,15848,0.1704248,1.4869,0.4111316,1215.517,672.5126,0.4098144,1062.927,672.5123,0.4098144,1000.529,672.512,0.4098144,2185.115227137228,1147.3891614113825
1765412148013,15851,0.1845985,1.506822,0.4103729,1237.426,711.7046,0.4106284,1074.051,711.7043,0.4106284,1011.777,711.7046,0.4106284,2228.2471161630915,1069.8291718350179
1765412148041,15853,0.1915729,1.520999,0.4095495,1248.157,738.4592,0.4106122,1079.531,738.4592,0.4106122,1017.255,738.4595,0.4106122,2249.4941436277772,1016.8804313802405
1765412148083,15856,0.1985437,1.542212,0.4076745,1259.022,778.0701,0.4097145,1085.147,778.0706,0.4097145,1022.734,778.0706,0.4097145,2271.2668775044986,938.4865699030906
1765412148110,15858,0.201906,1.556894,0.4068322,1263.58,806.0706,0.4094034,1087.497,806.0706,0.4094034,1025.037,806.0708,0.4094034,2280.3761272436273,883.0713996817174
1765412148138,15860,0.2019334,1.571509,0.4054166,1262.364,834.287,0.4083996,1086.953,834.2867,0.4083996,1024.34,834.287,0.4083996,2278.262902048547,827.2265300370359
1765412148180,15863,0.2002601,1.592219,0.4037854,1257.266,875.3702,0.407082,1084.452,875.3699,0.407082,1021.636,875.3702,0.407082,2268.559078848548,745.9141133389037
1765412148208,15865,0.1969232,1.605307,0.4025767,1251.376,900.7438,0.4056478,1081.556,900.7435,0.4056477,1018.518,900.7438,0.4056478,2257.325563220788,695.6934120877322
1765412148249,15868,0.1886112,1.624186,0.4004796,1233.434,937.6585,0.4036209,1072.554,937.6581,0.4036209,1009.199,937.6581,0.4036209,2222.4124964782395,622.6268747080437
1765412148277,15870,0.1810327,1.635378,0.3991146,1217.082,959.2508,0.4023287,1064.306,959.2511,0.4023286,1000.748,959.2508,0.4023286,2190.425315972046,579.8849285971326
1765412148305,15872,0.1722836,1.645869,0.3976297,1198.786,979.072,0.400878,1055.08,979.072,0.400878,991.2916,979.0723,0.400878,2154.6458468611186,540.6495957824911
1765412148346,15875,0.1570278,1.659664,0.3955552,1167.412,1005.551,0.3985495,1039.247,1005.551,0.3985496,975.0865,1005.551,0.3985496,2093.2446702479992,488.23217575892545
1765412148374,15877,0.1459574,1.667712,0.3936894,1145.961,1021.689,0.3963164,1028.476,1021.689,0.3963164,963.9535,1021.689,0.3963164,2051.4744311198256,456.28486469725567
1765412148416,15880,0.1269866,1.6777,0.3908485,1110.139,1042.4,0.392542,1010.497,1042.4,0.392542,945.3539,1042.4,0.392542,1981.7521795381092,415.2818209273396
1765412148444,15882,0.1140804,1.683494,0.3885381,1085.791,1055.322,0.3895392,998.316,1055.322,0.3895392,932.6711,1055.322,0.3895392,1934.5146167879473,389.6985498878139
1765412148471,15884,0.1005662,1.689091,0.3858008,1059.904,1068.717,0.3860709,985.3942,1068.716,0.3860709,919.1595,1068.717,0.3860709,1884.40429422665,363.18059793496604
1765412148513,15887,0.08005166,1.695623,0.3816272,1019.733,1087.089,0.3807757,965.3442,1087.089,0.3807757,898.1884,1087.089,0.3807757,1806.651357215578,326.80342491371766
1765412148541,15889,0.06617463,1.69873,0.3788729,992.2852,1096.277,0.3772422,951.6447,1096.276,0.3772422,883.8599,1096.276,0.3772422,1753.5257938076254,308.61130876721563
1765412148582,15892,0.04613006,1.701504,0.3752633,953.1179,1104.166,0.3725463,932.0743,1104.166,0.3725463,863.4351,1104.166,0.3725463,1677.634034028806,292.9821193747889
1765412148610,15894,0.03251801,1.701939,0.3729054,926.6359,1106.432,0.3695003,918.8363,1106.432,0.3695003,849.6313,1106.432,0.3695003,1626.2989939675651,288.4881663918818
1765412148638,15896,0.01914637,1.701718,0.3703165,900.6519,1107.444,0.3662005,905.8815,1107.444,0.3662005,836.0527,1107.444,0.3662005,1576.0623197630514,286.4762899087086
1765412148680,15899,-0.001019947,1.699196,0.3656974,860.52,1104.047,0.3606212,885.9315,1104.047,0.3606212,815.0224,1104.047,0.3606212,1498.7000086775754,293.1857438870752
1765412148708,15901,-0.01381466,1.696396,0.3629491,834.3818,1098.366,0.3573543,872.9102,1098.366,0.3573544,801.3529,1098.366,0.3573543,1448.2063325861766,304.42041453751153
1765412148749,15904,-0.03219693,1.689333,0.3583755,796.0157,1083.912,0.3519471,853.8712,1083.912,0.3519471,781.2146,1083.912,0.3519471,1374.3781705452,333.01419464725996
1765412148777,15906,-0.04374205,1.683806,0.3549927,771.2896,1072.733,0.3480458,841.6539,1072.733,0.3480457,768.1829,1072.733,0.3480457,1327.0029895547723,355.1309045461676
1765412148805,15908,-0.05474927,1.677492,0.3520171,747.2191,1059.412,0.3446428,829.727,1059.412,0.3446428,755.5305,1059.412,0.3446428,1280.7542107674508,381.4871999821489
1765412148846,15911,-0.07048729,1.665898,0.3469822,712.6427,1033.813,0.339056,812.6846,1033.814,0.339056,737.2655,1033.813,0.339056,1214.6699838911866,432.1382445574759
1765412148874,15913,-0.07972062,1.657605,0.3438545,691.967,1014.57,0.3357301,802.5018,1014.571,0.3357301,726.3356,1014.57,0.3357301,1175.1853057283472,470.21639770473075
1765412148916,15916,-0.09236,1.643818,0.3398845,663.5919,981.6525,0.3314974,788.5005,981.6525,0.3314974,711.3618,981.6522,0.3314974,1120.8949106016362,535.3580675387338
1765412148944,15918,-0.09860018,1.634675,0.33791,649.4862,959.7464,0.3293785,781.5467,959.7464,0.3293785,703.9117,959.7464,0.3293785,1093.9321007237531,578.7091837046517
1765412148972,15920,-0.1044001,1.626119,0.3364708,636.0842,939.5643,0.3278232,774.8882,939.5643,0.3278232,696.8849,939.5643,0.3278232,1068.1141896107856,618.6484127848346
1765412149013,15923,-0.1113684,1.611589,0.334571,620.6231,903.9296,0.3259147,767.2226,903.9293,0.3259147,688.7626,903.9293,0.3259147,1038.3929313912647,689.1708809321156
1765412149041,15925,-0.1138323,1.602906,0.3343022,616.0186,882.5438,0.325626,764.9064,882.5438,0.325626,686.3768,882.5438,0.325626,1029.4138886727737,731.4948463578019
1765412149082,15928,-0.116687,1.591513,0.3337511,610.9003,854.7039,0.3250339,762.3647,854.7039,0.3250339,683.692,854.7039,0.3250339,1019.5612375734669,786.5930187484653
1765412149110,15930,-0.1181261,1.582855,0.3335797,608.906,833.7767,0.3249598,761.3555,833.7767,0.3249597,682.6648,833.7767,0.3249597,1015.6504618450049,828.010833477608
